State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andaman and Nicobar Islands,Nicobars,2000,Kharif     ,Arecanut,1254,2000
Andaman and Nicobar Islands,Nicobars,2000,Kharif     ,Other Kharif pulses,2,1
Andaman and Nicobar Islands,Nicobars,2000,Kharif     ,Rice,102,321
Andaman and Nicobar Islands,Nicobars,2000,Whole Year ,Banana,176,641
Andaman and Nicobar Islands,Nicobars,2000,Whole Year ,Cashewnut,720,165
Andaman and Nicobar Islands,Nicobars,2000,Whole Year ,Coconut ,18168,65100000
Andaman and Nicobar Islands,Nicobars,2000,Whole Year ,Dry ginger,36,100
Andaman and Nicobar Islands,Nicobars,2000,Whole Year ,Sugarcane,1,2
Andaman and Nicobar Islands,Nicobars,2000,Whole Year ,Sweet potato,5,15
Andaman and Nicobar Islands,Nicobars,2000,Whole Year ,Tapioca,40,169
Andaman and Nicobar Islands,Nicobars,2002,Whole Year ,Arecanut,1258,2083
Andaman and Nicobar Islands,Nicobars,2002,Whole Year ,Black pepper,63,13.5
Andaman and Nicobar Islands,Nicobars,2002,Whole Year ,Dry chillies,413,28.8
Andaman and Nicobar Islands,Nicobars,2003,Whole Year ,other oilseeds,4.2,0.3
Andaman and Nicobar Islands,Nicobars,2005,Whole Year ,Turmeric,10,70
Andaman and Nicobar Islands,Nicobars,2010,Autumn     ,Rice,3.5,10
Andaman and Nicobar Islands,Nicobars,2010,Autumn     ,Sugarcane,13.4,41.75
Andaman and Nicobar Islands,Nicobars,2010,Rabi       ,Arecanut,944,1610
Andaman and Nicobar Islands,Nicobars,2010,Rabi       ,Black pepper,23,8.5
Andaman and Nicobar Islands,Nicobars,2010,Rabi       ,Cashewnut,1000.5,260.5
Andaman and Nicobar Islands,Nicobars,2010,Rabi       ,Dry chillies,12,25
Andaman and Nicobar Islands,Nicobars,2010,Rabi       ,Dry ginger,7,9.64
Andaman and Nicobar Islands,Nicobars,2010,Rabi       ,Maize,3.84,18.22
Andaman and Nicobar Islands,Nicobars,2010,Rabi       ,Moong(Green Gram),1.5,1.1
Andaman and Nicobar Islands,Nicobars,2010,Rabi       ,Sweet potato,22,208
Andaman and Nicobar Islands,Nicobars,2010,Rabi       ,Turmeric,2,0.5
Andaman and Nicobar Islands,Nicobars,2010,Rabi       ,Urad,1.5,1.16
Andaman and Nicobar Islands,North And Middle Andaman,2010,Rabi       ,Arhar/Tur,294.5,90.8
Andaman and Nicobar Islands,North And Middle Andaman,2010,Rabi       ,Groundnut,4.75,6.8
Andaman and Nicobar Islands,North And Middle Andaman,2010,Rabi       ,Sunflower,2.9,1.9
Andhra Pradesh,Anantapur,1997,Kharif     ,Arhar/Tur,21400,2600
Andhra Pradesh,Anantapur,1997,Kharif     ,Bajra,1400,500
Andhra Pradesh,Anantapur,1997,Kharif     ,Castor seed,1000,100
Andhra Pradesh,Anantapur,1997,Kharif     ,Cotton(lint),7300,9400
Andhra Pradesh,Anantapur,1997,Kharif     ,Dry chillies,3700,7100
Andhra Pradesh,Anantapur,1997,Kharif     ,Groundnut,650800,228400
Andhra Pradesh,Anantapur,1997,Kharif     ,Horse-gram,3300,1000
Andhra Pradesh,Anantapur,1997,Kharif     ,Jowar,10100,10200
Andhra Pradesh,Anantapur,1997,Kharif     ,Korra,2200,700
Andhra Pradesh,Anantapur,1997,Kharif     ,Maize,2800,4900
Andhra Pradesh,Anantapur,1997,Kharif     ,Moong(Green Gram),1300,500
Andhra Pradesh,Anantapur,1997,Kharif     ,Other Kharif pulses,800,100
Andhra Pradesh,Anantapur,1997,Kharif     ,Ragi,6700,11800
Andhra Pradesh,Anantapur,1997,Kharif     ,Rice,35600,75400
Andhra Pradesh,Anantapur,1997,Kharif     ,Sugarcane,700,72900
Andhra Pradesh,Anantapur,1997,Kharif     ,Sunflower,35900,11100
Andhra Pradesh,Anantapur,1997,Kharif     ,Tobacco,200,200
Andhra Pradesh,Anantapur,1997,Rabi       ,Dry chillies,100,100
Andhra Pradesh,Anantapur,1997,Rabi       ,Gram,28000,14800
Andhra Pradesh,Anantapur,1997,Rabi       ,Groundnut,20200,21700
Andhra Pradesh,Anantapur,1997,Rabi       ,Horse-gram,600,200
Andhra Pradesh,Anantapur,1997,Rabi       ,Jowar,18800,9400
Andhra Pradesh,Anantapur,1997,Rabi       ,Korra,100,100
Andhra Pradesh,Anantapur,1997,Rabi       ,Maize,600,2400
Andhra Pradesh,Anantapur,1997,Rabi       ,Ragi,600,1000
Andhra Pradesh,Anantapur,1997,Rabi       ,Rice,18000,37300
Andhra Pradesh,Anantapur,1997,Rabi       ,Sunflower,30100,11100
Andhra Pradesh,Anantapur,1997,Rabi       ,Wheat,300,200
Andhra Pradesh,Anantapur,1998,Whole Year ,Sugarcane,700,65900
Andhra Pradesh,Anantapur,1998,Whole Year ,Tobacco,100,100
Andhra Pradesh,Anantapur,1999,Kharif     ,Masoor,23117,3861
Andhra Pradesh,Anantapur,1999,Kharif     ,Sesamum,8,2
Andhra Pradesh,Anantapur,1999,Kharif     ,Urad,4,2
Andhra Pradesh,Anantapur,1999,Rabi       ,Bajra,99,54
Andhra Pradesh,Anantapur,1999,Rabi       ,Linseed,12,1
Andhra Pradesh,Anantapur,1999,Rabi       ,Masoor,98,10
Andhra Pradesh,Anantapur,1999,Rabi       ,Moong(Green Gram),1,1
Andhra Pradesh,Anantapur,1999,Rabi       ,Safflower,881,145
Andhra Pradesh,Anantapur,1999,Rabi       ,Sesamum,10,2
Andhra Pradesh,Anantapur,1999,Whole Year ,Dry chillies,5199,5759
Andhra Pradesh,Anantapur,1999,Whole Year ,Onion,1770,32364
Andhra Pradesh,Anantapur,2000,Kharif     ,Gram,21,14
Andhra Pradesh,Anantapur,2000,Kharif     ,Onion,1103,15470
Andhra Pradesh,Anantapur,2000,Kharif     ,other misc. pulses,1292,214
Andhra Pradesh,Anantapur,2000,Kharif     ,Samai,21,5
Andhra Pradesh,Anantapur,2000,Kharif     ,Small millets,1647,1148
Andhra Pradesh,Anantapur,2000,Rabi       ,Arhar/Tur,35,9
Andhra Pradesh,Anantapur,2000,Rabi       ,Onion,482,11514
Andhra Pradesh,Anantapur,2000,Rabi       ,Small millets,96,67
Andhra Pradesh,Anantapur,2000,Rabi       ,Urad,363,292
Andhra Pradesh,Anantapur,2000,Whole Year ,Arecanut,252,696
Andhra Pradesh,Anantapur,2000,Whole Year ,Banana,769,11693
Andhra Pradesh,Anantapur,2000,Whole Year ,Coconut ,908,3896970
Andhra Pradesh,Anantapur,2000,Whole Year ,Coriander,8953,2266
Andhra Pradesh,Anantapur,2000,Whole Year ,Potato,4,34
Andhra Pradesh,Anantapur,2000,Whole Year ,Sweet potato,28,379
Andhra Pradesh,Anantapur,2000,Whole Year ,Turmeric,39,272
Andhra Pradesh,Anantapur,2001,Rabi       ,Other  Rabi pulses,1,1
Andhra Pradesh,Anantapur,2002,Kharif     ,Soyabean,51,0
Andhra Pradesh,Anantapur,2002,Whole Year ,Beans & Mutter(Vegetable),1,5
Andhra Pradesh,Anantapur,2002,Whole Year ,Bhindi,126,938
Andhra Pradesh,Anantapur,2002,Whole Year ,Brinjal,1026,10162
Andhra Pradesh,Anantapur,2002,Whole Year ,Citrus Fruit,788,4000
Andhra Pradesh,Anantapur,2002,Whole Year ,Cucumber,18,0
Andhra Pradesh,Anantapur,2002,Whole Year ,Grapes,111,2075
Andhra Pradesh,Anantapur,2002,Whole Year ,Mango,3968,26176
Andhra Pradesh,Anantapur,2002,Whole Year ,Orange,13767,112541
Andhra Pradesh,Anantapur,2002,Whole Year ,other fibres,132,0
Andhra Pradesh,Anantapur,2002,Whole Year ,Other Fresh Fruits,2418,1552
Andhra Pradesh,Anantapur,2002,Whole Year ,Other Vegetables,1767,0
Andhra Pradesh,Anantapur,2002,Whole Year ,Papaya,1544,201409
Andhra Pradesh,Anantapur,2002,Whole Year ,Pome Fruit,1207,62789
Andhra Pradesh,Anantapur,2002,Whole Year ,Tomato,3356,16627
Andhra Pradesh,Anantapur,2005,Whole Year ,Sunflower,48677,8401
Andhra Pradesh,Anantapur,2009,Rabi       ,Rapeseed &Mustard,8,
Andhra Pradesh,Anantapur,2010,Kharif     ,Mesta,32,286
Andhra Pradesh,Anantapur,2011,Kharif     ,Cowpea(Lobia),846,150
Andhra Pradesh,Anantapur,2011,Kharif     ,other oilseeds,50,1007
Andhra Pradesh,Anantapur,2011,Rabi       ,Cowpea(Lobia),15,12
Andhra Pradesh,Anantapur,2012,Kharif     ,Arecanut,558,302
Andhra Pradesh,Anantapur,2012,Kharif     ,Brinjal,451,8211
Andhra Pradesh,Anantapur,2012,Kharif     ,Coriander,2,1
Andhra Pradesh,Anantapur,2012,Kharif     ,Grapes,238,7606
Andhra Pradesh,Anantapur,2012,Kharif     ,Lemon,422,3752
Andhra Pradesh,Anantapur,2012,Kharif     ,Linseed,7,3
Andhra Pradesh,Anantapur,2012,Kharif     ,Mango,6276,57601
Andhra Pradesh,Anantapur,2012,Kharif     ,Papaya,447,17197
Andhra Pradesh,Anantapur,2012,Kharif     ,Pome Granet,1279,17671
Andhra Pradesh,Anantapur,2012,Kharif     ,Sapota,2106,41876
Andhra Pradesh,Anantapur,2012,Kharif     ,Tomato,2552,38561
Andhra Pradesh,Anantapur,2012,Kharif     ,Turmeric,65,728
Andhra Pradesh,Anantapur,2012,Rabi       ,Brinjal,251,4570
Andhra Pradesh,Anantapur,2012,Rabi       ,Castor seed,232,88
Andhra Pradesh,Anantapur,2012,Rabi       ,Coriander,2606,1631
Andhra Pradesh,Anantapur,2012,Rabi       ,Cotton(lint),77,99
Andhra Pradesh,Anantapur,2012,Rabi       ,Potato,36,634
Andhra Pradesh,Anantapur,2012,Rabi       ,Sweet potato,7,67
Andhra Pradesh,Anantapur,2012,Rabi       ,Tobacco,115,178
Andhra Pradesh,Anantapur,2012,Rabi       ,Tomato,1395,31096
Andhra Pradesh,Anantapur,2013,Kharif     ,Cabbage,2,38
Andhra Pradesh,Anantapur,2013,Kharif     ,Cashewnut,9,3
Andhra Pradesh,Anantapur,2013,Rabi       ,Cabbage,11,207
Andhra Pradesh,Anantapur,2013,Rabi       ,Other Kharif pulses,5,6
Andhra Pradesh,Anantapur,2013,Whole Year ,Cashewnut,9,3
Andhra Pradesh,Anantapur,2013,Whole Year ,Castor seed,11447,5381
Andhra Pradesh,Anantapur,2013,Whole Year ,Linseed,7,3
Andhra Pradesh,Anantapur,2013,Whole Year ,Safflower,58,41
Andhra Pradesh,Anantapur,2013,Whole Year ,Wheat,62,39
Andhra Pradesh,Anantapur,2014,Kharif     ,Potato,15,281
Andhra Pradesh,Anantapur,2014,Whole Year ,Rice,29211,82532
Andhra Pradesh,Chittoor,2000,Rabi       ,other misc. pulses,13,2
Andhra Pradesh,Chittoor,2000,Whole Year ,Tapioca,1,8
Andhra Pradesh,Chittoor,2002,Rabi       ,other oilseeds,22,26
Andhra Pradesh,Chittoor,2002,Whole Year ,Cabbage,4,0
Andhra Pradesh,Chittoor,2002,Whole Year ,Peas  (vegetable),1,0
Andhra Pradesh,Chittoor,2012,Kharif     ,Sweet potato,44,503
Andhra Pradesh,East Godavari,1999,Kharif     ,Niger seed,291,97
Andhra Pradesh,East Godavari,2001,Rabi       ,Samai,17,9
Andhra Pradesh,East Godavari,2002,Whole Year ,Bottle Gourd,44,0
Andhra Pradesh,East Godavari,2005,Whole Year ,Dry ginger,7,19
Andhra Pradesh,East Godavari,2012,Kharif     ,Tapioca,11343,208870
Andhra Pradesh,East Godavari,2012,Rabi       ,Mesta,104,897
Andhra Pradesh,East Godavari,2013,Whole Year ,Sannhamp,175,
Andhra Pradesh,Guntur,1997,Rabi       ,Varagu,400,300
Andhra Pradesh,Guntur,2013,Rabi       ,Soyabean,54,87
Andhra Pradesh,Kadapa,2010,Whole Year ,Garlic,10,21
Andhra Pradesh,Kadapa,2012,Rabi       ,Dry ginger,1,8
Andhra Pradesh,Kadapa,2012,Rabi       ,Papaya,829,89897
Andhra Pradesh,Kadapa,2012,Rabi       ,Turmeric,31,120
Andhra Pradesh,Krishna,2010,Whole Year ,Ginger,43,401
Andhra Pradesh,Krishna,2012,Kharif     ,Dry ginger,53,414
Andhra Pradesh,Kurnool,2014,Kharif     ,Safflower,85,37
Andhra Pradesh,Prakasam,2000,Kharif     ,Varagu,7,5
Andhra Pradesh,Visakhapatanam,2012,Rabi       ,Niger seed,8255,5803
Arunachal Pradesh,Anjaw,2004,Kharif     ,Maize,2453,2674
Arunachal Pradesh,Anjaw,2004,Kharif     ,Rice,3342,1914
Arunachal Pradesh,Anjaw,2004,Kharif     ,Small millets,532,495
Arunachal Pradesh,Anjaw,2004,Rabi       ,Wheat,30,60
Arunachal Pradesh,Anjaw,2004,Whole Year ,Dry chillies,13,18
Arunachal Pradesh,Anjaw,2004,Whole Year ,Dry ginger,60,420
Arunachal Pradesh,Anjaw,2004,Whole Year ,Potato,86,688
Arunachal Pradesh,Anjaw,2004,Whole Year ,Sugarcane,5,50
Arunachal Pradesh,Anjaw,2004,Whole Year ,Turmeric,8,20
Arunachal Pradesh,Anjaw,2006,Whole Year ,Oilseeds total,76,75
Arunachal Pradesh,Changlang,1997,Kharif     ,Sesamum,424,313
Arunachal Pradesh,Changlang,1997,Kharif     ,Soyabean,373,450
Arunachal Pradesh,Changlang,1997,Kharif     ,Sunflower,51,24
Arunachal Pradesh,Changlang,1997,Rabi       ,Groundnut,285,277
Arunachal Pradesh,Changlang,1997,Rabi       ,Rapeseed &Mustard,4205,3300
Arunachal Pradesh,Changlang,1997,Rabi       ,Sugarcane,230,4695
Arunachal Pradesh,Changlang,1999,Whole Year ,Pulses total,1190,775
Assam,Baksa,2005,Autumn     ,Rice,17083,15415
Assam,Baksa,2005,Kharif     ,Arhar/Tur,191,115
Assam,Baksa,2005,Kharif     ,Castor seed,22,11
Assam,Baksa,2005,Kharif     ,Cotton(lint),8,4
Assam,Baksa,2005,Kharif     ,Jute,382,3540
Assam,Baksa,2005,Kharif     ,Maize,179,134
Assam,Baksa,2005,Kharif     ,Mesta,98,381
Assam,Baksa,2005,Kharif     ,Niger seed,518,269
Assam,Baksa,2005,Kharif     ,Sesamum,509,266
Assam,Baksa,2005,Kharif     ,Small millets,247,110
Assam,Baksa,2005,Rabi       ,Gram,58,26
Assam,Baksa,2005,Rabi       ,Linseed,728,422
Assam,Baksa,2005,Rabi       ,Masoor,1973,1026
Assam,Baksa,2005,Rabi       ,Moong(Green Gram),295,126
Assam,Baksa,2005,Rabi       ,Other  Rabi pulses,5239,3217
Assam,Baksa,2005,Rabi       ,Peas & beans (Pulses),1268,989
Assam,Baksa,2005,Rabi       ,Rapeseed &Mustard,9254,4072
Assam,Baksa,2005,Rabi       ,Urad,1322,733
Assam,Baksa,2005,Rabi       ,Wheat,2159,2457
Assam,Baksa,2005,Summer     ,Rice,12650,17027
Assam,Baksa,2005,Whole Year ,Banana,1191,17437
Assam,Baksa,2005,Whole Year ,Dry chillies,601,443
Assam,Baksa,2005,Whole Year ,Onion,279,279
Assam,Baksa,2005,Whole Year ,Potato,3501,17666
Assam,Baksa,2005,Whole Year ,Sugarcane,219,8110
Assam,Baksa,2005,Whole Year ,Sweet potato,137,771
Assam,Baksa,2005,Whole Year ,Tapioca,92,649
Assam,Baksa,2005,Whole Year ,Tobacco,10,4
Assam,Baksa,2005,Whole Year ,Turmeric,572,529
Assam,Baksa,2005,Winter     ,Rice,66229,93287
Assam,Baksa,2006,Whole Year ,Arecanut,4136,3174
Assam,Baksa,2006,Whole Year ,Coconut ,1456,11113000
Assam,Baksa,2007,Whole Year ,Black pepper,46,68
Assam,Baksa,2007,Whole Year ,Dry ginger,529,3662
Assam,Baksa,2008,Rabi       ,Blackgram,1345,780
Assam,Baksa,2009,Rabi       ,Banana,1733,25373
Assam,Baksa,2010,Rabi       ,Arecanut,2500,2411
Assam,Baksa,2011,Autumn     ,Paddy,10325,14340
Assam,Baksa,2011,Kharif     ,Orange,280,2686
Assam,Baksa,2011,Kharif     ,Papaya,301,5714
Assam,Baksa,2011,Kharif     ,Tapioca,275,2441
Assam,Baksa,2011,Kharif     ,Tobacco,5,2
Assam,Baksa,2011,Rabi       ,Black pepper,82,142
Assam,Baksa,2011,Rabi       ,Dry chillies,732,353
Assam,Baksa,2011,Rabi       ,Ginger,440,3075
Assam,Baksa,2011,Rabi       ,Pineapple,325,5322
Assam,Baksa,2011,Rabi       ,Sweet potato,185,1068
Assam,Baksa,2011,Summer     ,Paddy,2500,5595
Assam,Baksa,2011,Winter     ,Paddy,85450,153149
Assam,Barpeta,1997,Kharif     ,Sugarcane,225,9250
Assam,Barpeta,1997,Whole Year ,Niger seed,955,497
Assam,Barpeta,1997,Whole Year ,Sesamum,1420,852
Assam,Barpeta,2002,Whole Year ,Orange,124,1197
Assam,Barpeta,2002,Whole Year ,Papaya,310,6046
Assam,Barpeta,2002,Whole Year ,Pineapple,310,4989
Assam,Barpeta,2003,Rabi       ,other misc. pulses,1785,1785
Bihar,Araria,1997,Autumn     ,Rice,17876,21397
Bihar,Araria,1997,Kharif     ,Arhar/Tur,354,426
Bihar,Araria,1997,Kharif     ,Dry ginger,78,110
Bihar,Araria,1997,Kharif     ,Groundnut,8,10
Bihar,Araria,1997,Kharif     ,Jute,39159,493403
Bihar,Araria,1997,Kharif     ,Maize,3919,8691
Bihar,Araria,1997,Kharif     ,Mesta,2852,19346
Bihar,Araria,1997,Kharif     ,Other Kharif pulses,342,172
Bihar,Araria,1997,Kharif     ,Sesamum,4,2
Bihar,Araria,1997,Rabi       ,Barley,84,87
Bihar,Araria,1997,Rabi       ,Gram,1145,444
Bihar,Araria,1997,Rabi       ,Linseed,1946,1092
Bihar,Araria,1997,Rabi       ,Maize,3250,7543
Bihar,Araria,1997,Rabi       ,Other  Rabi pulses,126,66
Bihar,Araria,1997,Rabi       ,Rapeseed &Mustard,3060,2084
Bihar,Araria,1997,Rabi       ,Sunflower,62,35
Bihar,Araria,1997,Rabi       ,Wheat,41719,70134
Bihar,Araria,1997,Summer     ,Maize,6134,18485
Bihar,Araria,1997,Summer     ,Rice,8479,13993
Bihar,Araria,1997,Whole Year ,Banana,386,11611
Bihar,Araria,1997,Whole Year ,Coriander,119,58
Bihar,Araria,1997,Whole Year ,Dry chillies,135,128
Bihar,Araria,1997,Whole Year ,Garlic,350,467
Bihar,Araria,1997,Whole Year ,Onion,343,1955
Bihar,Araria,1997,Whole Year ,Potato,3964,27739
Bihar,Araria,1997,Whole Year ,Ragi,1546,1333
Bihar,Araria,1997,Whole Year ,Sannhamp,8,3
Bihar,Araria,1997,Whole Year ,Sugarcane,162,7434
Bihar,Araria,1997,Whole Year ,Sweet potato,743,7344
Bihar,Araria,1997,Whole Year ,Turmeric,101,204
Bihar,Araria,1997,Winter     ,Rice,93975,121063
Bihar,Araria,1998,Kharif     ,Blackgram,1174,881
Bihar,Araria,1998,Kharif     ,Ragi,1209,744
Bihar,Araria,1998,Kharif     ,Small millets,313,292
Bihar,Araria,1998,Kharif     ,Sunflower,2316,1297
Bihar,Araria,1998,Whole Year ,Dry ginger,48,67
Bihar,Araria,1999,Kharif     ,Bajra,305,187
Bihar,Araria,1999,Kharif     ,Horse-gram,2427,2398
Bihar,Araria,1999,Kharif     ,Jowar,96,116
Bihar,Araria,1999,Kharif     ,Moong(Green Gram),1822,905
Bihar,Araria,1999,Kharif     ,Rice,24619,23238
Bihar,Araria,1999,Kharif     ,Urad,1251,923
Bihar,Araria,1999,Rabi       ,Khesari,5693,4924
Bihar,Araria,1999,Rabi       ,Masoor,2806,1855
Bihar,Araria,1999,Rabi       ,Moong(Green Gram),7390,4072
Bihar,Araria,1999,Rabi       ,Peas & beans (Pulses),1464,1047
Bihar,Araria,2001,Autumn     ,Maize,9151,15664
Bihar,Araria,2002,Summer     ,Moong(Green Gram),8690,5509
Bihar,Araria,2004,Whole Year ,Tobacco,4,5
Bihar,Araria,2006,Kharif     ,Sannhamp,849,734
Bihar,Araria,2008,Kharif     ,Potato,3454,37614
Bihar,Araria,2008,Kharif     ,Sweet potato,300,4071
Bihar,Araria,2008,Rabi       ,Potato,4629,13702
Bihar,Araria,2008,Rabi       ,Sweet potato,416,6119
Bihar,Araria,2011,Kharif     ,Safflower,1,1
Bihar,Araria,2012,Rabi       ,Safflower,1,1
Bihar,Arwal,2011,Kharif     ,Castor seed,1,1
Bihar,Begusarai,1997,Rabi       ,Tobacco,51,36
Bihar,Katihar,1997,Kharif     ,Niger seed,384,243
Bihar,Rohtas,1997,Kharif     ,Cotton(lint),200,400
Chandigarh,Chandigarh,1998,Kharif     ,Arhar/Tur,8,8
Chandigarh,Chandigarh,1998,Kharif     ,Maize,380,1330
Chandigarh,Chandigarh,1998,Kharif     ,Moong(Green Gram),3,3
Chandigarh,Chandigarh,1998,Kharif     ,Rice,120,360
Chandigarh,Chandigarh,1998,Kharif     ,Urad,12,10
Chandigarh,Chandigarh,1998,Rabi       ,Gram,4,4
Chandigarh,Chandigarh,1998,Rabi       ,Masoor,2,3
Chandigarh,Chandigarh,1998,Rabi       ,Rapeseed &Mustard,120,130
Chandigarh,Chandigarh,1998,Rabi       ,Wheat,880,3960
Chandigarh,Chandigarh,1998,Whole Year ,Onion,18,450
Chandigarh,Chandigarh,1998,Whole Year ,Potato,130,3250
Chandigarh,Chandigarh,2001,Rabi       ,Sunflower,5,13
Chhattisgarh,Balod,2011,Kharif     ,Arhar/Tur,607,290
Chhattisgarh,Balod,2011,Kharif     ,Horse-gram,288,102
Chhattisgarh,Balod,2011,Kharif     ,Jowar,11,8
Chhattisgarh,Balod,2011,Kharif     ,Maize,125,149
Chhattisgarh,Balod,2011,Kharif     ,Mesta,8,15
Chhattisgarh,Balod,2011,Kharif     ,Moong(Green Gram),46,12
Chhattisgarh,Balod,2011,Kharif     ,Other Kharif pulses,218,1
Chhattisgarh,Balod,2011,Kharif     ,Ragi,4,1
Chhattisgarh,Balod,2011,Kharif     ,Rice,177115,327525
Chhattisgarh,Balod,2011,Kharif     ,Sesamum,291,111
Chhattisgarh,Balod,2011,Kharif     ,Small millets,1448,203
Chhattisgarh,Balod,2011,Kharif     ,Soyabean,136,101
Chhattisgarh,Balod,2011,Kharif     ,Sunflower,37,36
Chhattisgarh,Balod,2011,Kharif     ,Urad,1261,383
Chhattisgarh,Balod,2011,Rabi       ,Barley,3,3
Chhattisgarh,Balod,2011,Rabi       ,Gram,7467,8088
Chhattisgarh,Balod,2011,Rabi       ,Horse-gram,66,19
Chhattisgarh,Balod,2011,Rabi       ,Khesari,50711,26666
Chhattisgarh,Balod,2011,Rabi       ,Linseed,4365,1573
Chhattisgarh,Balod,2011,Rabi       ,Masoor,797,138
Chhattisgarh,Balod,2011,Rabi       ,Moong(Green Gram),185,50
Chhattisgarh,Balod,2011,Rabi       ,Other  Rabi pulses,838,3
Chhattisgarh,Balod,2011,Rabi       ,Peas & beans (Pulses),473,157
Chhattisgarh,Balod,2011,Rabi       ,Rapeseed &Mustard,1154,464
Chhattisgarh,Balod,2011,Rabi       ,Safflower,15,4
Chhattisgarh,Balod,2011,Rabi       ,Urad,1088,267
Chhattisgarh,Balod,2011,Rabi       ,Wheat,3664,3863
Chhattisgarh,Balod,2011,Whole Year ,Banana,16,488
Chhattisgarh,Balod,2011,Whole Year ,Coriander,284,78
Chhattisgarh,Balod,2011,Whole Year ,Dry chillies,25,27
Chhattisgarh,Balod,2011,Whole Year ,Dry ginger,1,1
Chhattisgarh,Balod,2011,Whole Year ,Onion,10,38
Chhattisgarh,Balod,2011,Whole Year ,Sannhamp,1,2
Chhattisgarh,Balod,2011,Whole Year ,Sugarcane,42,504
Chhattisgarh,Balod,2011,Whole Year ,Sweet potato,7,43
Chhattisgarh,Balod,2012,Kharif     ,Niger seed,5,1
Chhattisgarh,Balod,2012,Whole Year ,Turmeric,1,1
Chhattisgarh,Balod,2013,Whole Year ,Jowar,10,5
Chhattisgarh,Baloda Bazar,2011,Kharif     ,Castor seed,3,1
Chhattisgarh,Baloda Bazar,2011,Kharif     ,Groundnut,469,619
Chhattisgarh,Baloda Bazar,2011,Rabi       ,Potato,21,155
Chhattisgarh,Baloda Bazar,2011,Whole Year ,Garlic,7,18
Chhattisgarh,Baloda Bazar,2013,Kharif     ,Sannhamp,9,4
Chhattisgarh,Baloda Bazar,2014,Kharif     ,Bajra,7,5
Chhattisgarh,Balrampur,2011,Kharif     ,Cotton(lint),6,1
Chhattisgarh,Balrampur,2011,Kharif     ,Jute,18,
Chhattisgarh,Balrampur,2011,Kharif     ,Potato,129,631
Chhattisgarh,Balrampur,2011,Whole Year ,Tobacco,3,1
Chhattisgarh,Balrampur,2013,Kharif     ,Guar seed,26,21
Chhattisgarh,Balrampur,2013,Kharif     ,Sugarcane,44097,2129180
Chhattisgarh,Balrampur,2013,Rabi       ,Coriander,17,9
Chhattisgarh,Balrampur,2013,Rabi       ,Garlic,41,240
Chhattisgarh,Balrampur,2013,Rabi       ,Maize,33,117
Chhattisgarh,Balrampur,2013,Rabi       ,Onion,87,1769
Chhattisgarh,Balrampur,2013,Summer     ,Maize,127,233
Chhattisgarh,Balrampur,2013,Summer     ,Onion,90,1211
Chhattisgarh,Balrampur,2013,Summer     ,Sunflower,31,50
Chhattisgarh,Balrampur,2014,Whole Year ,Cotton(lint),6,1
Chhattisgarh,Bastar,2000,Whole Year ,Potato,223,1743
Chhattisgarh,Bastar,2002,Whole Year ,Papaya,7,319
Chhattisgarh,Bastar,2008,Kharif     ,Coconut ,51,
Chhattisgarh,Bastar,2011,Whole Year ,Coconut ,14,
Chhattisgarh,Bastar,2014,Rabi       ,Castor seed,3,1
Chhattisgarh,Bilaspur,2006,Rabi       ,Jute,183,
Chhattisgarh,Bilaspur,2011,Summer     ,Moong(Green Gram),1,
Chhattisgarh,Bilaspur,2013,Whole Year ,Bajra,14,5
Chhattisgarh,Mahasamund,2003,Rabi       ,other misc. pulses,41,0.01
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Kharif     ,Arhar/Tur,1624,1440
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Kharif     ,Coconut ,175,64750
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Kharif     ,Groundnut,20,40
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Kharif     ,Jowar,523,418
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Kharif     ,Maize,16,10
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Kharif     ,Niger seed,180,103
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Kharif     ,Other Kharif pulses,1351,1198
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Kharif     ,Ragi,1669,2166
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Kharif     ,Rice,14123,24023
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Kharif     ,Sannhamp,25,15
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Kharif     ,Small millets,226,181
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Rabi       ,Other  Rabi pulses,2600,2080
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Rabi       ,Rice,383,770
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Winter     ,Banana,14,280
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Winter     ,Coriander,5,4
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Winter     ,Gram,187,150
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Winter     ,Rapeseed &Mustard,30,30
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Winter     ,Sesamum,24,14
Dadra and Nagar Haveli,Dadra And Nagar Haveli,1998,Winter     ,Sugarcane,1529,122320
